lem,index,token,stem,pos,counts
emotional,1163,emotional,emot,JJ,9
amok,3667,amok,amok,NN,9
order,35887,orders,order,NN,9
dolphin,9702,dolphin,dolphin,NN,9
late,435,late,late,RB,9
ogre,34729,ogre,ogr,NN,9
distant,1939,distant,distant,NN,9
nursing,6490,nursing,nurs,NN,9
lifeguard,18618,lifeguard,lifeguard,NN,9
lifestyle,15528,lifestyle,lifestyl,NN,9
limousine,4495,limousine,limousin,NN,9
emigrant,10105,emigrant,emigr,NN,9
egyptian,2836,egyptian,egyptian,JJ,9
clock,11933,clock,clock,NN,9
fiancee,43404,fiancee,fiance,NN,9
sweetheart,6164,sweethearts,sweetheart,NN,9
grandson,2739,grandson,grandson,NN,9
puppetry,13197,puppetry,puppetri,NN,9
biologist,10786,biologist,biologist,NN,9
finance,8491,finance,financ,NN,9
guardian,25960,guardian,guardian,NN,9
fictitious,29200,fictitious,fictiti,JJ,9
province,51931,province,provinc,NN,9
peer,19470,peer,peer,NN,9
gunshot,9722,gunshot,gunshot,NN,9
protege,5534,protege,proteg,NN,9
prosecution,80683,prosecution,prosecut,NN,9
sydney,16721,sydney,sydney,NN,9
project,41490,project,project,NN,9
censorship,20781,censorship,censorship,NN,9
handcuff,12087,handcuffs,handcuff,NN,9
fistfight,62232,fistfight,fistfight,NN,9
warlord,15297,warlord,warlord,NN,9
flashlight,27039,flashlight,flashlight,NN,9
unwillingly,74335,unwillingly,unwillingli,RB,9
support,40507,support,support,NN,9
frontier,8447,frontier,frontier,NN,9
frozen,1403,frozen,frozen,NN,9
surrogate,29120,surrogate,surrog,NN,9
utopia,18689,utopia,utopia,NN,9
recover,19266,recovering,recov,VB,9
gambler,22449,gambler,gambler,NN,9
fountain,62475,fountain,fountain,NN,9
geek,33637,geek,geek,NN,9
absurdism,23272,absurdism,absurd,NN,9
ranch,5261,ranch,ranch,NN,9
renovation,2198,renovation,renov,NN,9
belief,2265,belief,belief,NN,9
repayment,83036,repayment,repay,NN,9
goat,2484,goats,goat,NN,9
fanatic,8912,fanatic,fanat,JJ,9
rex,10682,rex,rex,NN,9
volleyball,8007,volleyball,volleybal,NN,9
stag,39445,stag,stag,NN,9
hunger,33733,hunger,hunger,NN,9
pickpocket,16683,pickpocket,pickpocket,NN,9
rogue,25917,rogue,rogu,NN,9
algerian,45206,algerian,algerian,JJ,9
website,5930,website,websit,NN,9
illusion,4517,illusion,illus,NN,9
spoil,15386,spoiled,spoil,VB,9
brawl,41827,brawl,brawl,NN,9
classical,4305,classical,classic,JJ,9
rookie,6876,rookie,rooki,NN,9
bakery,24292,bakery,bakeri,NN,9
tyrannosaurus,10681,tyrannosaurus,tyrannosauru,NN,9
initiation,32571,initiation,initi,NN,9
inner,18586,inner,inner,NN,9
innocence,5876,innocence,innoc,NN,9
pill,39534,pill,pill,NN,9
pink,30399,pink,pink,NN,9
portland,13096,portland,portland,NN,9
housekeeper,854,housekeeper,housekeep,NN,9
cairo,22109,cairo,cairo,NN,9
agoraphobia,7089,agoraphobia,agoraphobia,NN,9
cage,11879,cage,cage,NN,9
unexpected,90240,unexpected,unexpect,JJ,9
hire,22467,hired,hire,VB,9
explorer,9331,explorer,explor,NN,9
exploration,508,exploration,explor,NN,9
blade,28492,blade,blade,NN,9
undocumented,12557,undocumented,undocu,JJ,9
hitandrun,26141,hitandrun,hitandrun,NN,9
barn,766,barn,barn,NN,9
pledge,80735,pledge,pledg,NN,9
horseback,21859,horseback,horseback,NN,9
bankrupt,13405,bankrupt,bankrupt,NN,9
banking,1092,banking,bank,NN,9
screenwriter,906,screenwriter,screenwrit,NN,9
regret,18032,regret,regret,NN,9
vhs,19364,vhs,vh,NN,9
seance,2512,seance,seanc,NN,9
architecture,12124,architecture,architectur,NN,9
shadow,15188,shadow,shadow,NN,9
meat,26582,meat,meat,NN,9
dakota,10396,dakota,dakota,NN,9
melancholy,10459,melancholy,melancholi,NN,9
covid,411,covid,covid,NN,9
naivety,22025,naivety,naiveti,NN,9
miracle,27671,miracle,miracl,NN,9
mourn,27022,mourning,mourn,VB,9
workaholic,13646,workaholic,workahol,NN,9
mathematician,9953,mathematician,mathematician,NN,9
mountaineer,37262,mountaineering,mountain,VB,9
monastery,3395,monastery,monasteri,NN,9
anxiety,1255,anxiety,anxieti,NN,9
toxic,5088,toxic,toxic,NN,9
methamphetamine,12078,methamphetamine,methamphetamin,NN,9
budapest,17537,budapest,budapest,NN,9
mossad,6749,mossad,mossad,NN,9
transmission,30129,transmission,transmiss,NN,9
user,1041,user,user,NN,8
maze,10880,maze,maze,NN,8
cash,38567,cash,cash,NN,8
skepticism,43040,skepticism,skeptic,NN,8
mistress,22418,mistress,mistress,NN,8
squad,15515,squad,squad,NN,8
lapd,13666,lapd,lapd,NN,8
domenica,4900,domenica,domenica,NN,8
conductor,34429,conductor,conductor,NN,8
epilepsy,9180,epilepsy,epilepsi,NN,8
cleaning,81665,cleaning,clean,NN,8
labyrinth,10901,labyrinth,labyrinth,NN,8
valentine,2339,valentines,valentin,NN,8
tear,13382,tears,tear,NN,8
perspective,19463,perspectives,perspect,NN,8
pervert,26098,pervert,pervert,NN,8
donkey,21453,donkey,donkey,NN,8
entrepreneur,22148,entrepreneur,entrepreneur,NN,8
orcs,25740,orcs,orc,NN,8
environment,12843,environment,environ,NN,8
environmentalism,3045,environmentalism,environment,NN,8
lampoon,93098,lampoon,lampoon,NN,8
vineyard,21677,vineyard,vineyard,NN,8
squirrel,9609,squirrel,squirrel,NN,8
skip,6319,skip,skip,NN,8
square,3292,square,squar,NN,8
argument,44945,argument,argument,NN,8
atomic,14766,atomic,atom,JJ,8
rocket,688,rocket,rocket,NN,8
consumerism,5731,consumerism,consumer,NN,8
hologram,54848,hologram,hologram,NN,8
existentialism,33119,existentialism,existenti,NN,8
lightning,12036,lightning,lightn,VB,8
asteroid,25341,asteroid,asteroid,NN,8
caper,55858,caper,caper,NN,8
selfdefense,26802,selfdefense,selfdefens,NN,8
bigotry,19695,bigotry,bigotri,NN,8
graffiti,7057,graffiti,graffiti,NN,8
dishonesty,55920,dishonesty,dishonesti,NN,8
playwright,3271,playwright,playwright,NN,8
waiter,70852,waiter,waiter,NN,8
hometown,12923,hometown,hometown,NN,8
dismemberment,39897,dismemberment,dismember,NN,8
broadcast,9698,broadcast,broadcast,NN,8
vanity,28696,vanity,vaniti,NN,8
atheist,21590,atheist,atheist,NN,8
plantation,35857,plantation,plantat,NN,8
thirty,2782,thirty,thirti,NN,8
saucer,16986,saucer,saucer,NN,8
shaolin,643,shaolin,shaolin,NN,8
planner,13415,planner,planner,NN,8
solve,517,solving,solv,VB,8
pittsburgh,949,pittsburgh,pittsburgh,NN,8
lebanon,12549,lebanon,lebanon,NN,8
stadium,14449,stadium,stadium,NN,8
crucifixion,21662,crucifixion,crucifixion,NN,8
candidate,1298,candidate,candid,NN,8
flame,10707,flame,flame,NN,8
rope,52687,rope,rope,NN,8
globalization,37162,globalization,global,NN,8
cream,13386,cream,cream,NN,8
raid,17699,raid,raid,NN,8
electricity,2048,electricity,electr,NN,8
overprotective,7932,overprotective,overprotect,JJ,8
snowman,1402,snowman,snowman,NN,8
parrot,22069,parrot,parrot,NN,8
dublin,26893,dublin,dublin,NN,8
territory,7993,territory,territori,NN,8
soulmates,59754,soulmates,soulmat,NN,8
duck,16115,duck,duck,NN,8
transfer,34056,transfer,transfer,NN,8
journal,28294,journal,journal,NN,8
antichrist,17848,antichrist,antichrist,NN,8
whip,31678,whipping,whip,VB,8
urination,12260,urination,urin,NN,8
runner,10907,runner,runner,NN,8
deafmute,26175,deafmute,deafmut,NN,8
twenty,2786,twenty,twenti,NN,8
israeli,14196,israeli,isra,JJ,8
burglar,13866,burglars,burglar,NN,8
vehicle,2376,vehicle,vehicl,NN,8
debate,13917,debate,debat,NN,8
paralysis,14668,paralysis,paralysi,NN,8
paradox,90,paradox,paradox,NN,8
railroad,6913,railroad,railroad,NN,8
tough,9736,tough,tough,JJ,8
rainforest,19809,rainforest,rainforest,NN,8
palestine,59129,palestine,palestin,NN,8
mystic,44184,mystic,mystic,JJ,8
burglary,14620,burglary,burglari,NN,8
railway,11408,railway,railway,NN,8
suitcase,3174,suitcase,suitcas,NN,8
babysnatching,83965,babysnatching,babysnatch,NN,8
junk,44333,junk,junk,NN,8
dormitory,47135,dormitory,dormitori,NN,8
caribbean,15982,caribbean,caribbean,NN,8
complex,29809,complex,complex,JJ,8
rouge,7173,rouge,roug,NN,8
bookshop,9618,bookshop,bookshop,NN,8
notebook,19086,notebook,notebook,NN,8
dracula,11365,dracula,dracula,NN,8
rabbi,35188,rabbi,rabbi,NN,8
visit,31796,visit,visit,NN,8
insecurity,5797,insecurity,insecur,NN,8
outbreak,9397,outbreak,outbreak,NN,8
glass,12608,glasses,glass,NN,8
kick,14059,kick,kick,NN,8
glasgow,7755,glasgow,glasgow,NN,8
gladiator,5927,gladiator,gladiat,NN,8
sailor,15127,sailor,sailor,NN,8
testament,15683,testament,testament,NN,8
commando,17886,commando,commando,NN,8
autobiographical,7220,autobiographical,autobiograph,JJ,8
commitment,30303,commitment,commit,NN,8
violinist,50861,violinist,violinist,NN,8
backpacker,33601,backpacker,backpack,NN,8
karaoke,16084,karaoke,karaok,NN,8
kansa,5517,kansas,kansa,NN,8
interpol,15759,interpol,interpol,NN,8
partnership,6702,partnership,partnership,NN,8
teleportation,25178,teleportation,teleport,NN,8
brotherhood,25547,brotherhood,brotherhood,NN,8
elimination,20953,elimination,elimin,NN,8
commentary,24506,commentary,commentari,NN,8
vegetable,2730,vegetable,veget,NN,8
elementary,32993,elementary,elementari,JJ,8
statue,13573,statue,statu,NN,8
melt,53592,melting,melt,VB,8
aire,3737,aires,air,NN,8
mary,12195,mary,mari,NN,8
louvre,21965,louvre,louvr,NN,8
wormhole,2570,wormhole,wormhol,NN,8
necrophilia,26327,necrophilia,necrophilia,NN,8
heir,37690,heir,heir,NN,8
francoism,7831,francoism,francoism,NN,8
miniseries,65148,miniseries,miniseri,NN,8
restart,40439,restart,restart,NN,8
franco,7829,franco,franco,NN,8
transvestite,16787,transvestite,transvestit,NN,8
arkansas,2721,arkansas,arkansa,NN,8
facebook,7259,facebook,facebook,NN,8
misadventure,27288,misadventure,misadventur,NN,8
guru,58570,guru,guru,NN,8
defense,14372,defense,defens,NN,8
lookalike,889,lookalike,lookalik,NN,8
gunslinger,18874,gunslinger,gunsling,NN,8
deja,20057,deja,deja,NN,8
niece,45003,niece,niec,NN,8
tie,31358,tied,tie,VB,8
apparition,16391,apparitions,apparit,NN,8
bathing,91453,bathing,bath,NN,8
grenade,35215,grenade,grenad,NN,8
low,3318,low,low,JJ,8
deputy,34382,deputy,deputi,NN,8
difficult,38910,difficult,difficult,JJ,8
advice,55476,advice,advic,NN,8
groom,16524,groom,groom,NN,8
fandom,25017,fandom,fandom,NN,8
pressure,26588,pressure,pressur,NN,8
chamber,27059,chamber,chamber,NN,8
rejection,11301,rejection,reject,NN,8
machete,26803,machete,machet,NN,8
handheld,11946,handheld,handheld,NN,8
cornwall,847,cornwall,cornwal,NN,8
cerebral,13447,cerebral,cerebr,JJ,8
ness,6739,ness,ness,NN,8
network,578,network,network,NN,8
buenos,3736,buenos,bueno,NN,8
reverend,353,reverend,reverend,NN,8
motherly,79798,motherly,motherli,RB,8
fatherhood,16405,fatherhood,fatherhood,NN,8
magician,11942,magician,magician,NN,8
preacher,8611,preacher,preacher,NN,8
nevada,58681,nevada,nevada,NN,8
adoptive,47069,adoptive,adopt,JJ,8
valley,7036,valley,valley,NN,8
guantanamo,42395,guantanamo,guantanamo,NN,8
hall,4807,hall,hall,NN,8
bourgeoisie,36930,bourgeoisie,bourgeoisi,NN,8
wash,16329,wash,wash,NN,8
misogynist,55546,misogynist,misogynist,NN,8
finger,2486,finger,finger,NN,8
swinger,2520,swinger,swinger,NN,8
psychotic,15638,psychotic,psychot,JJ,8
tokusatsu,18984,tokusatsu,tokusatsu,NN,8
contamination,6076,contamination,contamin,NN,8
lockdown,1959,lockdown,lockdown,NN,8
activity,14689,activity,activ,NN,8
ant,10606,ant,ant,NN,8
candlelight,47179,candlelight,candlelight,NN,8
casual,44687,casual,casual,JJ,8
psychotherapy,17239,psychotherapy,psychotherapi,NN,8
counselor,3978,counselor,counselor,NN,8
transvestism,32669,transvestism,transvest,NN,8
milan,5668,milan,milan,NN,8
location,5300,location,locat,NN,8
caveman,13480,cavemen,cavemen,NN,8
naval,364,naval,naval,NN,8
blackout,22129,blackout,blackout,NN,8
polaroid,6689,polaroid,polaroid,NN,8
shift,1762,shifting,shift,VB,8
provence,41614,provence,provenc,NN,8
cottage,9917,cottage,cottag,NN,8
hitchhike,13106,hitchhiking,hitchhik,VB,8
vigil,47180,vigil,vigil,NN,8
bed,24720,bed,bed,NN,8
sell,6774,selling,sell,VB,8
passport,2556,passport,passport,NN,7
member,46722,member,member,NN,7
voyage,254,voyage,voyag,NN,7
upstate,16353,upstate,upstat,NN,7
monaco,5223,monaco,monaco,NN,7
collection,4573,collection,collect,NN,7
glacier,32820,glacier,glacier,NN,7
merlin,2454,merlin,merlin,NN,7
collar,7395,collar,collar,NN,7
paternity,57080,paternity,patern,NN,7
sexually,22681,sexually,sexual,RB,7
burial,5338,burial,burial,NN,7
guide,59146,guide,guid,NN,7
tel,50003,tel,tel,NN,7
easter,28789,easter,easter,NN,7
florist,45598,florist,florist,NN,7
guest,2941,guest,guest,NN,7
farmhouse,2483,farmhouse,farmhous,NN,7
straight,85708,straight,straight,NN,7
handcuffed,23454,handcuffed,handcuf,NN,7
jack,13756,jack,jack,NN,7
act,13164,act,act,NN,7
cut,54369,cutting,cut,VB,7
menace,6811,menace,menac,NN,7
parkour,25549,parkour,parkour,NN,7
responsibility,20915,responsibility,respons,NN,7
isekai,709,isekai,isekai,NN,7
antwerp,13711,antwerp,antwerp,NN,7
templar,36435,templars,templar,NN,7
crack,28167,crack,crack,NN,7
parentsinlaw,18287,parentsinlaw,parentsinlaw,NN,7
storytelling,26408,storytelling,storytel,VB,7
temple,23111,temple,templ,NN,7
cocktail,18511,cocktail,cocktail,NN,7
cctv,42306,cctv,cctv,NN,7
gwangju,21348,gwangju,gwangju,NN,7
swordsman,32172,swordsman,swordsman,NN,7
psychiatry,8944,psychiatry,psychiatri,NN,7
motherhood,7239,motherhood,motherhood,NN,7
beatles,5321,beatles,beatl,NN,7
striptease,82387,striptease,stripteas,NN,7
feral,25524,feral,feral,JJ,7
transformer,11092,transformers,transform,NN,7
edit,24069,editing,edit,VB,7
promise,20737,promise,promis,NN,7
edgar,11543,edgar,edgar,NN,7
misanthrophy,11855,misanthrophy,misanthrophi,NN,7
turkish,17288,turkish,turkish,NN,7
programmer,11353,programmer,programm,NN,7
motherinlaw,89165,motherinlaw,motherinlaw,NN,7
aviv,50004,aviv,aviv,NN,7
emigration,8281,emigration,emigr,NN,7
swashbuckler,18414,swashbuckler,swashbuckl,NN,7
tycoon,10575,tycoon,tycoon,NN,7
humanity,8697,humanity,human,NN,7
riviera,851,riviera,riviera,NN,7
plane,2434,plane,plane,NN,7
crew,14678,crew,crew,NN,7
chosen,41451,chosen,chosen,NN,7
extinction,3699,extinction,extinct,NN,7
warsaw,1294,warsaw,warsaw,NN,7
volcanic,9165,volcanic,volcan,NN,7
seduces,8464,seduces,seduc,NN,7
euthanasia,40074,euthanasia,euthanasia,NN,7
pinhead,9975,pinhead,pinhead,NN,7
dam,4629,dam,dam,NN,7
gossip,34723,gossip,gossip,NN,7
greenhouse,12805,greenhouse,greenhous,NN,7
pilgrimage,16384,pilgrimage,pilgrimag,NN,7
apple,33711,apple,appl,NN,7
eternal,34061,eternal,etern,JJ,7
gorilla,1359,gorilla,gorilla,NN,7
rodeo,7953,rodeo,rodeo,NN,7
beijing,16573,beijing,beij,NN,7
esteem,5183,esteem,esteem,NN,7
polyamory,9102,polyamory,polyamori,NN,7
trading,29769,trading,trade,NN,7
hill,13134,hills,hill,NN,7
unemployed,4508,unemployed,unemploy,JJ,7
holdup,67199,holdup,holdup,NN,7
castro,7670,castro,castro,NN,7
existence,51757,existence,exist,NN,7
migration,16116,migration,migrat,NN,7
exhibitionism,30176,exhibitionism,exhibition,NN,7
polish,3385,polish,polish,JJ,7
morphine,37563,morphine,morphin,NN,7
servant,11340,servant,servant,NN,7
explore,10025,exploring,explor,VB,7
blacksmith,14150,blacksmith,blacksmith,NN,7
mississippi,13168,mississippi,mississippi,NN,7
chocolate,48464,chocolate,chocol,NN,7
alarm,12627,alarm,alarm,NN,7
cataclysm,22279,cataclysm,cataclysm,NN,7
exdetainee,71044,exdetainee,exdetaine,NN,7
apprentice,16544,apprentice,apprentic,NN,7
cure,10904,cure,cure,NN,7
subjective,29648,subjective,subject,NN,7
barbershop,17376,barbershop,barbershop,NN,7
yoga,9542,yoga,yoga,NN,7
stewardess,77525,stewardess,stewardess,NN,7
academy,9447,academy,academi,NN,7
roulette,36177,roulette,roulett,NN,7
persia,37005,persia,persia,NN,7
narrator,6481,narrator,narrat,NN,7
battleship,363,battleship,battleship,NN,7
serbia,22140,serbia,serbia,NN,7
syria,7980,syria,syria,NN,7
perfect,58904,perfect,perfect,NN,7
yeti,5782,yeti,yeti,NN,7
blow,31281,blow,blow,NN,7
specie,28192,species,speci,NN,7
swap,11805,swap,swap,NN,7
mule,11210,mule,mule,NN,7
informant,7160,informant,inform,NN,7
famous,7848,famous,famou,JJ,7
encounter,2194,encounter,encount,NN,7
pen,52796,pen,pen,VB,7
inmate,20247,inmate,inmat,NN,7
clinic,8305,clinic,clinic,NN,7
crossbow,1506,crossbow,crossbow,NN,7
reunite,6805,reunited,reunit,VB,7
innocent,4341,innocent,innoc,NN,7
publisher,7316,publisher,publish,NN,7
swimmer,14822,swimmer,swimmer,NN,7
victoria,13589,victoria,victoria,NN,7
reykjavik,23293,reykjavik,reykjavik,NN,7
allan,38773,allan,allan,NN,7
credit,44624,credit,credit,NN,7
gojira,5009,gojira,gojira,NN,7
danger,1820,danger,danger,NN,7
help,43183,help,help,NN,7
tasmania,14497,tasmania,tasmania,NN,7
equality,2621,equality,equal,NN,7
secretary,26649,secretary,secretari,NN,7
impersonation,61523,impersonation,imperson,NN,7
spiritism,30324,spiritism,spirit,NN,7
taboo,16004,taboo,taboo,NN,7
failure,18305,failure,failur,NN,7
weight,23734,weight,weight,NN,7
petrol,8785,petrol,petrol,NN,7
rhyme,6671,rhyme,rhyme,NN,7
canadian,7531,canadian,canadian,NN,7
stockbroker,46875,stockbroker,stockbrok,NN,7
flesh,1382,flesh,flesh,NN,7
puerto,1701,puerto,puerto,NN,7
tang,16011,tang,tang,NN,7
bodily,3111,bodily,bodili,RB,7
arrogance,50728,arrogance,arrog,NN,7
overbear,18832,overbearing,overbear,VB,7
supervillain,25155,supervillain,supervillain,NN,7
freak,18562,freak,freak,NN,7
negotiator,8332,negotiator,negoti,NN,7
gathering,6277,gathering,gather,NN,7
negotiation,17575,negotiation,negoti,NN,7
covert,22497,covert,covert,NN,7
narcissism,42349,narcissism,narciss,NN,7
buffalo,18485,buffalo,buffalo,NN,7
neglect,12551,neglect,neglect,NN,7
deer,2971,deer,deer,NN,7
bone,31279,bone,bone,NN,7
drop,11157,drop,drop,NN,7
nostalgia,10549,nostalgia,nostalgia,NN,7
jury,37477,jury,juri,NN,7
attorney,9341,attorney,attorney,NN,7
sushi,54327,sushi,sushi,NN,7
drummer,1129,drummer,drummer,NN,7
labour,22748,labour,labour,NN,7
siege,3672,siege,sieg,NN,7
belly,58715,belly,belli,RB,7
masochism,48128,masochism,masoch,NN,7
deprive,81783,deprived,depriv,VB,7
dubai,44452,dubai,dubai,NN,7
canoe,32242,canoe,cano,NN,7
sao,39883,sao,sao,NN,7
arthur,2457,arthur,arthur,NN,7
conjure,5434,conjuring,conjur,VB,7
bottle,5976,bottle,bottl,NN,7
dip,36956,dipping,dip,VB,7
loch,6738,loch,loch,NN,7
frat,39596,frat,frat,NN,7
text,27600,text,text,NN,7
determination,19755,determination,determin,NN,7
bunny,25487,bunny,bunni,NN,7
klux,3755,klux,klux,NN,7
reenactment,8556,reenactment,reenact,NN,7
klan,3756,klan,klan,NN,7
reception,13420,reception,recept,NN,7
leukemia,34171,leukemia,leukemia,NN,7
oneman,58304,oneman,oneman,NN,7
worm,36424,worm,worm,NN,7
auschwitzbirkenau,28306,auschwitzbirkenau,auschwitzbirkenau,NN,7
liverpool,4371,liverpool,liverpool,NN,7
destroy,61767,destroy,destroy,NN,7
canuxploitation,44732,canuxploitation,canuxploit,NN,7
warden,9769,warden,warden,NN,7
cargo,47414,cargo,cargo,NN,7
lava,2117,lava,lava,NN,7
literary,15961,literary,literari,JJ,7
sandstorm,15785,sandstorm,sandstorm,NN,7
scottish,9645,scottish,scottish,JJ,7
kgb,5659,kgb,kgb,NN,7
buddhist,32214,buddhist,buddhist,NN,7
correspondent,14310,correspondent,correspond,NN,7
league,34203,league,leagu,NN,7
manufacturing,7397,manufacturing,manufactur,NN,7
pacifist,17127,pacifist,pacifist,NN,7
transporter,34833,transporter,transport,NN,7
avalanche,1918,avalanche,avalanch,NN,7
scholarship,11413,scholarship,scholarship,NN,7
zone,45769,zone,zone,NN,7
dedication,3630,dedication,dedic,NN,7
george,6609,george,georg,NN,7
simulation,3157,simulation,simul,NN,7
matchmaking,669,matchmaking,matchmak,VB,7
tribute,3994,tribute,tribut,NN,7
number,25930,numbers,number,NN,7
atlanta,326,atlanta,atlanta,NN,7
jet,46598,jet,jet,NN,7
anthropology,5077,anthropology,anthropolog,NN,7
dollar,51841,dollar,dollar,NN,7
convenience,56423,convenience,conveni,NN,7
orchestra,24354,orchestra,orchestra,NN,7
condom,53129,condom,condom,NN,7
domination,25369,domination,domin,NN,7
eagle,32025,eagle,eagl,NN,7
delhi,15266,delhi,delhi,NN,7
skinny,36955,skinny,skinni,NN,7
marketing,3556,marketing,market,NN,7
throne,37691,throne,throne,NN,7
bomber,40892,bomber,bomber,NN,7
candle,16176,candle,candl,NN,7
ark,24199,ark,ark,NN,7
mammoth,17556,mammoth,mammoth,NN,7
tub,31742,tub,tub,NN,7
gentleman,8885,gentleman,gentleman,NN,7
cryptozoology,285,cryptozoology,cryptozoolog,NN,7
dogme,115061,dogme,dogm,NN,7
screenplay,21329,screenplay,screenplay,NN,7
bike,35034,bike,bike,NN,7
lonely,40095,lonely,lone,RB,7
jock,54506,jock,jock,NN,7
anarchist,55077,anarchist,anarchist,NN,7
shaman,27475,shaman,shaman,NN,7
sled,261,sled,sled,VB,7
troll,22527,troll,troll,NN,7
joint,53985,joint,joint,NN,7
survive,14416,survive,surviv,NN,7
materialism,17602,materialism,materi,NN,7
debauchery,31745,debauchery,debaucheri,NN,7
joke,27878,joke,joke,NN,7
bureaucracy,27952,bureaucracy,bureaucraci,NN,7
bashing,64974,bashing,bash,NN,6
rico,1702,rico,rico,NN,6
triad,13928,triad,triad,NN,6
local,29406,local,local,JJ,6
pope,5480,pope,pope,NN,6
steam,18550,steam,steam,NN,6
franchise,26117,franchise,franchis,NN,6
